MAC,starttime,endtime,station,strongsignal,weaksignal,times,diff,mobiledevice
dc:6d:cd:3b:9a:79,9.1,10.31,78,-41,-71,2,30,Y
c8:3a:35:39:1f:58,9.1,10.31,73,-53,0,0,0,N
48:5a:b6:d7:d0:3d,9.2,10.31,66,-38,-85,6,47,Y
2c:5b:b8:8f:42:26,9.3,10.31,59,-45,-88,5,43,Y
2c:5b:b8:8f:42:26,9.3,10.31,60,-48,-87,2,39,Y
00:16:78:5b:3f:60,10.09,10.32,23,-52,-86,2,34,N
44:39:c4:b6:df:e2,9,10.32,90,-38,-85,9,47,N
78:45:61:70:11:b8,9,10.32,90,-29,-84,18,55,N
78:45:61:70:11:b8,9,10.32,90,-49,-69,18,20,N
44:39:c4:b6:df:e2,9,10.32,89,-50,-80,15,30,N
6c:59:40:8e:7f:7a,9,10.32,87,-41,-82,4,41,N
c8:3a:35:39:1f:58,9.1,10.32,74,-51,0,0,0,N
c8:3a:35:25:f5:40,9.5,10.32,33,-51,-82,2,31,N
00:16:78:5b:3f:60,10.09,10.33,24,-48,0,0,0,N
78:45:61:70:11:b8,9,10.33,91,-41,-83,21,42,N
78:45:61:70:11:b8,9,10.33,91,-30,-84,17,54,N
78:45:61:70:11:b8,9,10.33,91,-53,-78,14,25,N
90:c3:5f:77:28:5d,9,10.33,90,-44,-96,9,52,N
44:39:c4:b6:df:e2,9,10.33,90,-35,-75,12,40,N
6c:59:40:92:3c:44,9,10.33,90,-40,-81,1,41,N
6c:59:40:8e:7f:7a,9,10.33,90,-39,0,0,0,N
c8:3a:35:39:1f:58,9.1,10.33,75,-53,0,0,0,N
2c:5b:b8:8f:42:26,9.3,10.33,62,-40,-86,4,46,Y
3c:a3:48:03:0f:10,9.3,10.33,62,-37,-86,1,49,Y
74:e5:0b:4c:dd:20,10.29,10.34,5,-36,0,0,0,N
78:45:61:70:11:b8,9,10.34,94,-38,-74,2,36,N
44:39:c4:b6:df:e2,9,10.34,92,-37,-73,5,36,N
6c:59:40:92:3c:44,9,10.34,92,-49,0,0,0,N
78:45:61:70:11:b8,9,10.34,92,-50,-80,17,30,N
78:45:61:70:11:b8,9,10.34,92,-30,-82,16,52,N
78:45:61:70:11:b8,9,10.34,91,-50,-78,15,28,N
6c:59:40:8e:7f:7a,9,10.34,89,-38,-70,2,32,N
c8:3a:35:4b:93:18,9.2,10.34,67,-39,0,0,0,N
78:45:61:70:11:b8,9,10.35,93,-53,-86,13,33,N
44:39:c4:b6:df:e2,9,10.35,91,-37,-78,13,41,N
18:dc:56:c0:2e:b0,10.2,10.36,16,-44,0,0,0,Y
dc:6d:cd:b4:78:de,10.21,10.36,15,-45,-87,1,42,Y
78:45:61:70:11:b8,9,10.36,94,-46,-86,19,40,N
78:45:61:70:11:b8,9,10.36,94,-45,-85,18,40,N
78:45:61:70:11:b8,9,10.36,94,-31,-91,17,60,N
78:45:61:70:11:b8,9,10.36,94,-31,-80,16,49,N
c8:3a:35:39:1f:58,9.1,10.36,78,-52,-85,1,33,N
2c:5b:b8:8f:42:26,9.3,10.36,64,-49,-84,2,35,Y
c8:3a:35:25:f5:40,9.5,10.36,37,-41,0,0,0,N
dc:6d:cd:0c:2e:fa,10.31,10.37,5,-48,-89,8,41,Y
6c:59:40:a4:b2:84,9,10.37,96,-49,-74,21,25,N
6c:59:40:a4:b2:84,9,10.37,96,-43,-86,19,43,N
78:45:61:70:11:b8,9,10.37,95,-31,-48,16,17,N
78:45:61:70:11:b8,9,10.37,95,-52,-66,14,14,N
78:45:61:70:11:b8,9,10.37,95,-53,-82,13,29,N
44:39:c4:b6:df:e2,9,10.37,94,-36,-82,16,46,N
2c:5b:b8:fc:61:4f,9.1,10.37,77,-26,-86,5,60,Y
c8:3a:35:22:62:58,9.2,10.37,71,-46,0,0,0,N
a4:5e:60:26:0f:32,9.4,10.37,49,-47,-79,22,32,Y
c8:3a:35:60:e6:50,10.14,10.38,24,-51,0,0,0,N
dc:6d:cd:0c:2e:fa,10.31,10.38,6,-47,-89,7,42,Y
a8:1b:5a:1d:70:9c,10.33,10.38,5,-52,-78,25,26,Y
44:39:c4:b6:df:e2,9,10.38,97,-40,-68,5,28,N
6c:59:40:92:3c:44,9,10.38,97,-41,-89,2,48,N
6c:59:40:8e:7f:7a,9,10.38,94,-39,-70,1,31,N
c8:dd:c9:59:ea:91,9.3,10.38,68,-39,0,0,0,Y
74:e5:0b:4c:dd:20,10.29,10.39,9,-52,0,0,0,N
a8:1b:5a:1d:70:9c,10.33,10.39,5,-41,-80,33,39,Y
a8:1b:5a:1d:70:9c,10.33,10.39,5,-48,-82,26,34,Y
a8:1b:5a:1d:70:9c,10.33,10.39,5,-49,-85,18,36,Y
a8:1b:5a:1d:70:9c,10.33,10.39,5,-47,-81,16,34,Y
6c:59:40:a4:b2:84,9,10.39,99,-43,-75,17,32,N
6c:59:40:a4:b2:84,9,10.39,98,-46,-79,15,33,N
78:45:61:70:11:b8,9,10.39,99,-38,-73,3,35,N
44:39:c4:b6:df:e2,9,10.39,97,-39,-62,5,23,N
6c:59:40:92:3c:44,9,10.39,97,-41,-55,1,14,N
48:5a:b6:d7:d0:3d,9.2,10.39,74,-38,-86,7,48,Y
48:5a:b6:d7:d0:3d,9.2,10.39,74,-50,0,0,0,Y
c8:3a:35:22:62:58,9.2,10.39,74,-47,0,0,0,N
a4:5e:60:26:0f:32,9.4,10.39,51,-48,-79,16,31,Y
a4:5e:60:26:0f:32,9.4,10.39,52,-47,-77,15,30,Y
a4:5e:60:26:0f:32,9.4,10.39,51,-46,-75,13,29,Y
00:16:78:5b:3f:60,10.09,10.4,31,-50,0,0,0,N
38:bc:1a:ae:80:17,10.12,10.4,28,-52,-88,4,36,Y
dc:6d:cd:0c:2e:fa,10.31,10.4,8,-49,-85,2,36,Y
78:45:61:70:11:b8,9,10.4,98,-44,-70,22,26,N
78:45:61:70:11:b8,9,10.4,98,-44,-69,20,25,N
78:45:61:70:11:b8,9,10.4,98,-49,-81,19,32,N
78:45:61:70:11:b8,9,10.4,98,-30,-49,19,19,N
78:45:61:70:11:b8,9,10.4,98,-30,-61,18,31,N
78:45:61:70:11:b8,9,10.4,98,-31,-60,18,29,N
78:45:61:70:11:b8,9,10.4,98,-52,-66,14,14,N
78:45:61:70:11:b8,9,10.4,98,-52,-66,13,14,N
78:45:61:70:11:b8,9,10.4,98,-52,-66,13,14,N
44:39:c4:b6:df:e2,9,10.4,97,-39,-80,13,41,N
44:39:c4:b6:df:e2,9,10.4,97,-51,-76,12,25,N
6c:59:40:92:3c:44,9,10.4,97,-42,-85,2,43,N
6c:59:40:8e:7f:7a,9,10.4,97,-41,-84,2,43,N
2c:5b:b8:8f:42:26,9.3,10.4,68,-40,-88,4,48,Y
2c:5b:b8:8f:42:26,9.3,10.4,68,-47,-85,3,38,Y
2c:5b:b8:8f:42:26,9.3,10.4,68,-45,-85,1,40,Y
6c:59:40:a4:b2:84,9,10.41,100,-45,-81,11,36,N
78:45:61:70:11:b8,9,10.41,99,-30,-80,18,50,N
78:45:61:70:11:b8,9,10.41,99,-52,-78,17,26,N
44:39:c4:b6:df:e2,9,10.41,98,-36,-77,13,41,N
6c:59:40:92:3c:44,9,10.41,98,-48,-82,2,34,N
c8:f2:30:54:e9:1d,9.1,10.41,85,-39,0,0,0,Y
48:5a:b6:d7:d0:3d,9.2,10.41,76,-42,-82,4,40,Y
c8:3a:35:22:62:58,9.2,10.41,76,-48,-86,1,38,N
3c:a3:48:03:0f:10,9.3,10.41,69,-39,-84,3,45,Y
90:c3:5f:77:28:5d,9,10.42,100,-42,-92,7,50,N
a4:5e:60:26:0f:32,9.4,10.42,55,-43,-78,22,35,Y
a4:5e:60:26:0f:32,9.4,10.42,54,-35,-90,21,55,Y
a4:5e:60:26:0f:32,9.4,10.42,54,-37,-80,7,43,Y
c8:f2:30:b4:cf:76,9.5,10.42,47,-48,-86,2,38,Y
38:bc:1a:ae:80:17,10.12,10.43,31,-51,0,0,0,Y
6c:59:40:a4:b2:84,9,10.43,102,-50,-79,15,29,N
6c:59:40:a4:b2:84,9,10.43,102,-48,-76,15,28,N
44:39:c4:b6:df:e2,9,10.43,102,-41,-68,5,27,N
6c:59:40:92:3c:44,9,10.43,102,-40,-83,3,43,N
6c:59:40:92:3c:44,9,10.43,102,-41,-82,1,41,N
78:45:61:70:11:b8,9,10.43,101,-44,-70,25,26,N
78:45:61:70:11:b8,9,10.43,101,-46,-77,24,31,N
78:45:61:70:11:b8,9,10.43,101,-41,-69,21,28,N
78:45:61:70:11:b8,9,10.43,101,-51,-67,16,16,N
78:45:61:70:11:b8,9,10.43,101,-52,-67,14,15,N
90:c3:5f:77:28:5d,9,10.43,100,-47,-87,6,40,N
44:39:c4:b6:df:e2,9,10.43,100,-51,-82,10,31,N
6c:59:40:8e:7f:7a,9,10.43,99,-39,-78,1,39,N
6c:59:40:8e:7f:7a,9,10.43,98,-40,0,0,0,N
48:5a:b6:d7:d0:3d,9.2,10.43,78,-39,-85,7,46,Y
48:5a:b6:d7:d0:3d,9.2,10.43,78,-50,-86,1,36,Y
3c:a3:48:03:0f:10,9.3,10.43,71,-38,-82,4,44,Y
2c:5b:b8:8f:42:26,9.3,10.43,71,-40,-87,2,47,Y
2c:5b:b8:8f:42:26,9.3,10.43,71,-48,-86,2,38,Y
2c:5b:b8:8f:42:26,9.3,10.43,71,-51,-85,1,34,Y
a4:5e:60:26:0f:32,9.4,10.43,55,-47,-83,19,36,Y
c8:f2:30:b4:cf:76,9.5,10.43,47,-39,-88,3,49,Y
90:c3:5f:77:28:5d,9,10.44,101,-40,-93,5,53,N
a4:5e:60:26:0f:32,9.4,10.44,56,-48,-74,19,26,Y
a4:5e:60:26:0f:32,9.4,10.44,56,-42,-91,16,49,Y
38:bc:1a:ae:80:17,10.12,10.45,33,-52,-92,10,40,Y
38:bc:1a:ae:80:17,10.12,10.45,33,-46,0,0,0,Y
a8:1b:5a:1b:51:e8,10.23,10.45,22,-47,-62,3,15,Y
6c:25:b9:17:0a:10,10.33,10.45,11,-47,0,0,0,Y
78:45:61:70:11:b8,9,10.45,103,-49,-85,22,36,N
78:45:61:70:11:b8,9,10.45,103,-44,-77,21,33,N
78:45:61:70:11:b8,9,10.45,103,-31,-62,21,31,N
78:45:61:70:11:b8,9,10.45,103,-31,-86,20,55,N
78:45:61:70:11:b8,9,10.45,103,-30,-86,20,56,N
78:45:61:70:11:b8,9,10.45,103,-51,-84,16,33,N
78:45:61:70:11:b8,9,10.45,103,-53,-67,14,14,N
44:39:c4:b6:df:e2,9,10.45,102,-49,-84,14,35,N
dc:6d:cd:3b:9a:79,9.1,10.45,91,-54,0,0,0,Y
2c:5b:b8:8f:42:26,9.3,10.45,73,-40,-88,3,48,Y
78:45:61:70:11:b8,9,10.46,103,-31,-61,22,30,N
78:45:61:70:11:b8,9,10.46,104,-51,-69,18,18,N
44:39:c4:b6:df:e2,9,10.46,103,-36,-77,11,41,N
2c:5b:b8:fc:e9:2f,9.2,10.46,86,-52,-89,11,37,Y
c8:3a:35:60:e6:50,10.14,10.47,32,-48,-87,2,39,N
c8:3a:35:60:e6:50,10.14,10.47,32,-52,-81,1,29,N
a4:44:d1:de:e1:d5,10.21,10.47,25,-54,0,0,0,Y
78:45:61:70:11:b8,9,10.47,106,-37,-54,3,17,N
c8:f2:30:02:17:00,9,10.47,106,-39,-86,2,47,Y
6c:59:40:92:3c:44,9,10.47,105,-38,-78,2,40,N
78:45:61:70:11:b8,9,10.47,105,-30,-63,25,33,N
78:45:61:70:11:b8,9,10.47,105,-49,-70,21,21,N
78:45:61:70:11:b8,9,10.47,105,-48,-69,21,21,N
78:45:61:70:11:b8,9,10.47,105,-50,-67,16,17,N
44:39:c4:b6:df:e2,9,10.47,104,-50,-83,12,33,N
6c:59:40:8e:7f:7a,9,10.47,102,-37,-81,1,44,N
2c:5b:b8:fc:e9:2f,9.2,10.47,86,-31,-91,10,60,Y
2c:5b:b8:fc:e9:2f,9.2,10.47,87,-50,0,0,0,Y
2c:5b:b8:fc:e9:2f,9.2,10.47,87,-44,0,0,0,Y
2c:5b:b8:8f:42:26,9.3,10.47,75,-41,-89,4,48,Y
28:fa:a0:a8:33:15,9.4,10.47,66,-28,-83,4,55,Y
28:fa:a0:a8:33:15,9.4,10.47,66,-28,0,0,0,Y
c8:f2:30:32:54:f8,10.05,10.48,43,-43,-88,3,45,Y
c8:3a:35:60:e6:50,10.14,10.48,34,-52,-86,7,34,N
6c:59:40:a4:b2:84,9,10.48,107,-50,-77,17,27,N
6c:59:40:a4:b2:84,9,10.48,107,-49,-79,12,30,N
6c:59:40:a4:b2:84,9,10.48,107,-51,-77,11,26,N
6c:59:40:92:3c:44,9,10.48,106,-45,-83,5,38,N
c8:3a:35:23:c4:c8,9.2,10.48,85,-50,0,0,0,N
78:45:61:70:11:b8,9,10.49,107,-44,-86,23,42,N
78:45:61:70:11:b8,9,10.49,107,-30,-78,21,48,N
78:45:61:70:11:b8,9,10.49,107,-48,-69,20,21,N
78:45:61:70:11:b8,9,10.49,107,-30,-83,19,53,N
78:45:61:70:11:b8,9,10.49,107,-51,-67,16,16,N
78:45:61:70:11:b8,9,10.49,107,-52,-81,15,29,N
44:39:c4:b6:df:e2,9,10.49,106,-52,-78,7,26,N
78:d7:5f:3f:4f:34,9,10.49,103,-54,-85,3,31,Y
78:d7:5f:3f:4f:34,9,10.49,103,-44,-88,1,44,Y
2c:5b:b8:fc:e9:2f,9.2,10.49,89,-50,-84,1,34,Y
2c:5b:b8:fc:e9:2f,9.2,10.49,89,-32,0,0,0,Y
2c:5b:b8:8f:42:26,9.3,10.49,77,-40,-88,2,48,Y
a4:44:d1:de:e1:d5,10.21,10.5,28,-54,-87,2,33,Y
74:e5:0b:4c:dd:20,10.29,10.5,20,-37,0,0,0,N
6c:59:40:a4:b2:84,9,10.5,110,-47,-79,18,32,N
78:45:61:70:11:b8,9,10.5,110,-38,-76,2,38,N
44:97:5a:a2:f8:54,9,10.5,109,-51,0,0,0,N
78:45:61:70:11:b8,9,10.5,108,-30,-88,19,58,N
78:45:61:70:11:b8,9,10.5,108,-53,-81,15,28,N
44:39:c4:b6:df:e2,9,10.5,106,-37,-59,8,22,N
48:5a:b6:d7:d0:3d,9.2,10.5,85,-47,-83,5,36,Y
6c:25:b9:17:0a:10,9.2,10.5,85,-52,-79,1,27,Y
c8:3a:35:4b:93:18,9.2,10.5,83,-47,0,0,0,N
00:16:78:2a:20:44,10.06,10.51,44,-50,-90,10,40,N
a8:1b:5a:1d:70:9c,10.33,10.51,17,-43,-88,9,45,Y
f0:84:c9:6c:10:81,10.34,10.51,16,-47,-92,4,45,Y
6c:59:40:a4:b2:84,9,10.51,110,-45,-72,17,27,N
78:45:61:70:11:b8,9,10.51,109,-31,-84,20,53,N
44:39:c4:b6:df:e2,9,10.51,107,-49,-83,11,34,N
48:5a:b6:d7:d0:3d,9.2,10.51,85,-50,-84,1,34,Y
c8:3a:35:22:62:58,9.2,10.51,86,-45,0,0,0,N
c8:3a:35:4b:93:18,9.2,10.51,84,-40,0,0,0,N
38:bc:1a:ae:80:17,10.12,10.52,40,-52,-87,1,35,Y
78:45:61:94:fe:e8,10.14,10.52,37,-51,-70,6,19,N
a4:44:d1:de:e1:d5,10.21,10.52,31,-53,-86,1,33,Y
a0:93:47:28:c8:f4,10.29,10.52,23,-50,-86,11,36,Y
dc:6d:cd:3e:03:54,10.47,10.52,5,-47,-92,5,45,Y
dc:6d:cd:3e:03:54,10.47,10.52,5,-47,-88,1,41,Y
dc:6d:cd:3e:03:54,10.47,10.52,5,-51,0,0,0,Y
c8:3a:35:d8:71:68,10.47,10.52,5,-41,0,0,0,N
6c:59:40:a4:b2:84,9,10.52,111,-52,-74,12,22,N
78:45:61:70:11:b8,9,10.52,110,-44,-81,25,37,N
78:45:61:70:11:b8,9,10.52,110,-49,-70,19,21,N
78:45:61:70:11:b8,9,10.52,110,-48,-69,19,21,N
78:45:61:70:11:b8,9,10.52,110,-51,-84,17,33,N
78:45:61:70:11:b8,9,10.52,110,-51,-92,15,41,N
2c:5b:b8:fc:e9:2f,9.2,10.52,92,-53,-87,1,34,Y
48:5a:b6:d7:d0:3d,9.2,10.52,87,-44,-85,6,41,Y
c8:3a:35:22:62:58,9.2,10.52,87,-38,-88,3,50,N
2c:5b:b8:8f:42:26,9.3,10.52,81,-50,-86,2,36,Y
2c:5b:b8:8f:42:26,9.3,10.52,81,-39,0,0,0,Y
00:16:78:5b:3f:60,10.09,10.53,43,-52,0,0,0,N
a8:1b:5a:1d:70:9c,10.33,10.53,20,-43,-84,34,41,Y
a8:1b:5a:1d:70:9c,10.33,10.53,19,-45,-86,29,41,Y
dc:6d:cd:3e:03:54,10.47,10.53,5,-52,-89,6,37,Y
78:45:61:70:11:b8,9,10.53,111,-47,-83,23,36,N
78:45:61:70:11:b8,9,10.53,110,-30,-48,17,18,N
44:39:c4:b6:df:e2,9,10.53,109,-36,-72,14,36,N
44:39:c4:b6:df:e2,9,10.53,110,-50,-76,13,26,N
6c:59:40:8e:7f:7a,9,10.53,108,-48,-84,5,36,N
78:d7:5f:3f:4f:34,9,10.53,107,-48,-85,2,37,Y
c8:3a:35:22:62:58,9.2,10.53,88,-39,-87,2,48,N
c8:3a:35:22:62:58,9.2,10.53,88,-47,0,0,0,N
2c:5b:b8:8f:42:26,9.3,10.53,81,-50,0,0,0,Y
c8:3a:35:1f:d0:b0,9.3,10.53,82,-44,0,0,0,N
74:e5:0b:4c:dd:20,10.29,10.54,24,-35,0,0,0,N
a8:1b:5a:1d:70:9c,10.33,10.54,20,-44,-86,28,42,Y
78:45:61:70:11:b8,9,10.54,114,-38,-79,3,41,N
78:45:61:70:11:b8,9,10.54,114,-48,0,0,0,N
44:39:c4:b6:df:e2,9,10.54,112,-38,-68,9,30,N
6c:59:40:92:3c:44,9,10.54,112,-41,-73,7,32,N
78:45:61:70:11:b8,9,10.54,111,-52,-86,16,34,N
6c:59:40:8e:7f:7a,9,10.54,109,-40,0,0,0,N
2c:5b:b8:fc:e9:2f,9.2,10.54,93,-49,0,0,0,Y
c8:3a:35:22:62:58,9.2,10.54,88,-38,-88,2,50,N
a4:5e:60:26:0f:32,9.4,10.54,66,-46,-85,11,39,Y
38:bc:1a:ae:80:17,10.12,10.55,43,-50,-89,9,39,Y
a8:1b:5a:1d:70:9c,10.33,10.55,21,-49,-77,24,28,Y
dc:6d:cd:3e:03:54,10.47,10.55,8,-51,0,0,0,Y
6c:59:40:a4:b2:84,9,10.55,114,-52,-76,13,24,N
44:39:c4:b6:df:e2,9,10.55,113,-43,-74,8,31,N
6c:59:40:92:3c:44,9,10.55,113,-44,-85,1,41,N
78:45:61:70:11:b8,9,10.55,113,-30,-85,20,55,N
78:45:61:70:11:b8,9,10.55,113,-49,-84,20,35,N
78:45:61:70:11:b8,9,10.55,113,-46,-71,20,25,N
78:45:61:70:11:b8,9,10.55,113,-30,-59,20,29,N
78:45:61:70:11:b8,9,10.55,113,-51,-83,18,32,N
78:45:61:70:11:b8,9,10.55,113,-30,-60,18,30,N
44:39:c4:b6:df:e2,9,10.55,112,-36,-79,9,43,N
6c:59:40:8e:7f:7a,9,10.55,112,-39,0,0,0,N
6c:59:40:8e:7f:7a,9,10.55,110,-43,0,0,0,N
2c:5b:b8:fc:e9:2f,9.2,10.55,95,-30,-90,2,60,Y
48:5a:b6:d7:d0:3d,9.2,10.55,90,-48,-83,2,35,Y
3c:a3:48:03:0f:10,9.3,10.55,83,-38,-82,4,44,Y
c8:3a:35:d8:71:68,10.47,10.56,9,-43,0,0,0,N
6c:59:40:92:3c:44,9,10.56,115,-38,-83,4,45,N
44:39:c4:b6:df:e2,9,10.56,115,-37,-63,3,26,N
44:97:5a:a2:f8:54,9,10.56,114,-51,0,0,0,N
78:45:61:70:11:b8,9,10.56,114,-51,-84,18,33,N
6c:59:40:8e:7f:7a,9,10.56,112,-37,-84,2,47,N
c8:3a:35:25:f5:40,9.5,10.56,58,-38,0,0,0,N
38:bc:1a:ae:80:17,10.12,10.57,44,-51,-85,1,34,Y
78:45:61:70:11:b8,9,10.57,114,-46,-70,23,24,N
78:45:61:70:11:b8,9,10.57,115,-48,-70,22,22,N
78:45:61:70:11:b8,9,10.57,115,-29,-54,20,25,N
78:45:61:70:11:b8,9,10.57,115,-30,-83,19,53,N
78:45:61:70:11:b8,9,10.57,115,-52,-67,14,15,N
44:39:c4:b6:df:e2,9,10.57,113,-37,-58,6,21,N
6c:59:40:8e:7f:7a,9,10.57,113,-41,-80,4,39,N
dc:6d:cd:3b:9a:79,9.1,10.57,103,-46,-70,1,24,Y
2c:5b:b8:8f:42:26,9.3,10.57,85,-49,-87,2,38,Y
38:bc:1a:ae:80:17,10.12,10.58,46,-50,-90,1,40,Y
74:e5:0b:4c:dd:20,10.29,10.58,28,-33,0,0,0,N
c8:3a:35:d8:71:68,10.47,10.58,11,-43,-87,1,44,N
78:45:61:70:11:b8,9,10.58,116,-30,-48,18,18,N
78:45:61:70:11:b8,9,10.58,116,-51,-67,15,16,N
00:16:78:5b:3f:60,10.09,10.59,49,-52,-85,2,33,N
c8:3a:35:d8:71:68,10.47,10.59,12,-42,-91,12,49,N
dc:6d:cd:3e:03:54,10.47,10.59,11,-50,-88,6,38,Y
c8:3a:35:d8:71:68,10.47,10.59,12,-43,0,0,0,N
44:39:c4:b6:dd:9a,10.53,10.59,6,-53,0,0,0,N
78:45:61:70:11:b8,9,10.59,119,-43,-65,4,22,N
44:39:c4:b6:df:e2,9,10.59,118,-36,-66,5,30,N
78:45:61:70:11:b8,9,10.59,116,-49,-69,19,20,N
78:45:61:70:11:b8,9,10.59,116,-51,-83,15,32,N
44:39:c4:b6:df:e2,9,10.59,115,-37,-80,10,43,N
44:39:c4:b6:df:e2,9,10.59,115,-52,-79,10,27,N
6c:59:40:8e:7f:7a,9,10.59,115,-37,0,0,0,N
6c:59:40:8e:7f:7a,9,10.59,114,-38,0,0,0,N
c8:3a:35:22:62:58,9.2,10.59,94,-39,-87,3,48,N
2c:5b:b8:8f:42:26,9.3,10.59,87,-48,-88,7,40,Y
00:16:78:5b:3f:60,10.09,11,51,-52,0,0,0,N
74:e5:0b:4c:dd:20,10.29,11,30,-44,-90,1,46,N
74:e5:0b:4c:dd:20,10.29,11,30,-37,0,0,0,N
6c:59:40:a4:b2:84,9,11,120,-51,-83,16,32,N
6c:59:40:a4:b2:84,9,11,119,-52,-74,10,22,N
78:45:61:70:11:b8,9,11,119,-33,-39,3,6,N
c8:f2:30:02:17:00,9,11,120,-39,-86,2,47,Y
78:45:61:70:11:b8,9,11,118,-30,-88,20,58,N
78:45:61:70:11:b8,9,11,118,-30,-65,20,35,N
78:45:61:70:11:b8,9,11,118,-52,-83,15,31,N
44:39:c4:b6:df:e2,9,11,117,-36,-71,7,35,N
c8:3a:35:22:62:58,9.2,11,95,-48,0,0,0,N
74:e5:0b:4c:dd:20,10.29,11.01,31,-32,-87,1,55,N
dc:6d:cd:3e:03:54,10.47,11.01,13,-40,-91,5,51,Y
c8:3a:35:d8:71:68,10.47,11.01,14,-43,0,0,0,N
44:39:c4:b6:df:e2,9,11.01,119,-37,-81,7,44,N
6c:59:40:92:3c:44,9,11.01,119,-40,-90,2,50,N
78:45:61:70:11:b8,9,11.01,118,-48,-83,23,35,N
78:45:61:70:11:b8,9,11.01,119,-46,-83,20,37,N
78:45:61:70:11:b8,9,11.01,119,-30,-81,19,51,N
78:45:61:70:11:b8,9,11.01,119,-52,-85,16,33,N
44:39:c4:b6:df:e2,9,11.01,118,-50,-79,10,29,N
78:d7:5f:3f:4f:34,9,11.01,115,-41,-86,5,45,Y
2c:5b:b8:fc:e9:2f,9.2,11.01,100,-53,-86,6,33,Y
2c:5b:b8:fc:e9:2f,9.2,11.01,101,-34,-91,5,57,Y
2c:5b:b8:fc:e9:2f,9.2,11.01,100,-52,0,0,0,Y
c8:3a:35:1f:d0:b0,9.3,11.01,90,-47,-89,2,42,N
78:45:61:70:11:b8,9,11.02,120,-48,-82,21,34,N
78:45:61:70:11:b8,9,11.02,120,-30,-86,20,56,N
78:45:61:70:11:b8,9,11.02,120,-52,-67,14,15,N
78:d7:5f:3f:4f:34,9,11.02,116,-41,-91,5,50,Y
2c:5b:b8:fc:e9:2f,9.2,11.02,101,-51,-86,2,35,Y
2c:5b:b8:8f:42:26,9.3,11.02,90,-45,-87,1,42,Y
44:39:c4:b6:dd:9a,10.53,11.03,10,-46,-61,5,15,N
44:39:c4:b6:dd:9a,10.53,11.03,10,-52,-60,3,8,N
44:39:c4:b6:dd:9a,10.53,11.03,10,-55,0,0,0,N
6c:59:40:a4:b2:84,9,11.03,122,-52,-74,14,22,N
6c:59:40:a4:b2:84,9,11.03,123,-43,-79,12,36,N
6c:59:40:a4:b2:84,9,11.03,122,-52,-74,9,22,N
44:39:c4:b6:df:e2,9,11.03,122,-39,-72,10,33,N
44:39:c4:b6:df:e2,9,11.03,122,-36,-68,3,32,N
6c:59:40:92:3c:44,9,11.03,122,-39,-55,1,16,N
90:c3:5f:77:28:5d,9,11.03,120,-48,-91,7,43,N
48:5a:b6:d7:d0:3d,9.2,11.03,98,-39,-83,3,44,Y
c8:3a:35:22:62:58,9.2,11.03,98,-38,-84,1,46,N
c8:3a:35:22:62:58,9.2,11.03,98,-47,0,0,0,N
3c:a3:48:03:0f:10,9.3,11.03,91,-35,-84,1,49,Y
28:fa:a0:a8:33:15,10.31,11.04,33,-51,-83,4,32,Y
78:45:61:70:11:b8,9,11.04,122,-51,-81,16,30,N
00:16:78:5b:3f:60,10.09,11.05,55,-52,0,0,0,N
28:fa:a0:a8:33:15,10.31,11.05,33,-32,-85,2,53,Y
78:45:61:70:11:b8,9,11.05,122,-48,-83,22,35,N
78:45:61:70:11:b8,9,11.05,123,-49,-77,20,28,N
78:45:61:70:11:b8,9,11.05,122,-44,-77,20,33,N
78:45:61:70:11:b8,9,11.05,122,-29,-68,19,39,N
78:45:61:70:11:b8,9,11.05,123,-30,-59,18,29,N
78:45:61:70:11:b8,9,11.05,123,-52,-72,14,20,N
44:39:c4:b6:df:e2,9,11.05,121,-50,-81,15,31,N
6c:59:40:8e:7f:7a,9,11.05,121,-36,-84,3,48,N
6c:59:40:92:3c:44,9,11.05,121,-38,-83,1,45,N
2c:5b:b8:8f:42:26,9.3,11.05,93,-49,-89,3,40,Y
2c:5b:b8:8f:42:26,9.3,11.05,93,-40,0,0,0,Y
18:dc:56:c0:2e:b0,10.2,11.06,46,-45,0,0,0,Y
c8:3a:35:d8:71:68,10.47,11.06,19,-43,-87,2,44,N
c8:3a:35:d8:71:68,10.47,11.06,19,-43,-85,2,42,N
6c:59:40:a4:b2:84,9,11.06,125,-52,-75,16,23,N
78:45:61:70:11:b8,9,11.06,126,-39,-85,3,46,N
44:39:c4:b6:df:e2,9,11.06,125,-35,-67,8,32,N
44:39:c4:b6:df:e2,9,11.06,125,-36,-70,6,34,N
6c:59:40:92:3c:44,9,11.06,125,-39,-84,2,45,N
c8:f2:30:54:e9:1d,9.1,11.06,110,-40,-87,3,47,Y
c8:f2:30:54:e9:1d,9.1,11.06,110,-39,0,0,0,Y
48:5a:b6:d7:d0:3d,9.2,11.06,101,-41,-81,2,40,Y
c8:3a:35:22:62:58,9.2,11.06,101,-48,-91,1,43,N
c8:3a:35:22:62:58,9.2,11.06,101,-38,-84,1,46,N
48:5a:b6:d7:d0:3d,9.2,11.06,101,-52,0,0,0,Y
c8:3a:35:1f:d0:b0,9.3,11.06,95,-47,-85,1,38,N
2c:5b:b8:6c:52:48,9.5,11.06,76,-52,0,0,0,Y
38:bc:1a:ae:80:17,10.12,11.07,55,-51,0,0,0,Y
